Producto,Mercado,Week_Start_Date,Latitude,Longitude,Precio_Unidad
Cebolla,Agrícola del Norte S.A. de Arica,2020-01-20,-18.499523817239574,-70.28420073026261,129.67592592592592
Cebolla,Agrícola del Norte S.A. de Arica,2020-01-27,-18.499523817239574,-70.28420073026261,138.4047619047619
Cebolla,Agrícola del Norte S.A. de Arica,2020-02-03,-18.499523817239574,-70.28420073026261,145.37301587301587
Cebolla,Agrícola del Norte S.A. de Arica,2020-02-10,-18.499523817239574,-70.28420073026261,144.97222222222223
Cebolla,Agrícola del Norte S.A. de Arica,2020-02-17,-18.499523817239574,-70.28420073026261,171.29629629629628
Cebolla,Agrícola del Norte S.A. de Arica,2020-02-24,-18.499523817239574,-70.28420073026261,211.19444444444446
Cebolla,Agrícola del Norte S.A. de Arica,2020-03-02,-18.499523817239574,-70.28420073026261,255.2962962962963
Cebolla,Agrícola del Norte S.A. de Arica,2020-03-09,-18.499523817239574,-70.28420073026261,300.6111111111111
Cebolla,Agrícola del Norte S.A. de Arica,2020-03-16,-18.499523817239574,-70.28420073026261,279.4761904761905
Cebolla,Agrícola del Norte S.A. de Arica,2020-03-23,-18.499523817239574,-70.28420073026261,259.92063492063494
Cebolla,Agrícola del Norte S.A. de Arica,2020-03-30,-18.499523817239574,-70.28420073026261,247.6851851851852
Cebolla,Agrícola del Norte S.A. de Arica,2020-04-06,-18.499523817239574,-70.28420073026261,263.8888888888889
Cebolla,Agrícola del Norte S.A. de Arica,2020-04-13,-18.499523817239574,-70.28420073026261,408.73015873015873
Cebolla,Agrícola del Norte S.A. de Arica,2020-04-20,-18.499523817239574,-70.28420073026261,363.88888888888886
Cebolla,Agrícola del Norte S.A. de Arica,2020-04-27,-18.499523817239574,-70.28420073026261,337.962962962963
Cebolla,Agrícola del Norte S.A. de Arica,2020-05-04,-18.499523817239574,-70.28420073026261,375.0
Cebolla,Agrícola del Norte S.A. de Arica,2020-06-15,-18.499523817239574,-70.28420073026261,347.22222222222223
Cebolla,Agrícola del Norte S.A. de Arica,2020-06-29,-18.499523817239574,-70.28420073026261,486.1111111111111
Cebolla,Agrícola del Norte S.A. de Arica,2021-01-25,-18.499523817239574,-70.28420073026261,328.7037037037037
Cebolla,Agrícola del Norte S.A. de Arica,2021-02-01,-18.499523817239574,-70.28420073026261,263.8888888888889
Cebolla,Agrícola del Norte S.A. de Arica,2021-02-08,-18.499523817239574,-70.28420073026261,324.0740740740741
Cebolla,Agrícola del Norte S.A. de Arica,2021-02-15,-18.499523817239574,-70.28420073026261,319.44444444444446
Cebolla,Agrícola del Norte S.A. de Arica,2021-02-22,-18.499523817239574,-70.28420073026261,287.47222222222223
Cebolla,Agrícola del Norte S.A. de Arica,2021-03-01,-18.499523817239574,-70.28420073026261,291.6666666666667
Cebolla,Agrícola del Norte S.A. de Arica,2021-03-08,-18.499523817239574,-70.28420073026261,363.88888888888886
